"STOP_STARTHR","STOP_ORIGPLACE1","STOP_ORIGPLACE2","STOP_ORIGPURP1","STOP_ORIGPURP2","STOP_ORIG_SA1_2016","STOP_DESTPLACE1","STOP_DESTPLACE2","STOP_DESTPURP1","STOP_DESTPURP2","STOP_DESTGEO","STOP_DEST_SA1_2016","STOP_NOONE","STOP_SOMEONEELSE","STOP_PERSON1","STOP_PERSON2","STOP_PERSON3","STOP_SOMEONE","STOP_MAINMODE","STOP_DEPHR","STOP_TRAVTIME","STOP_NETWORK_DIST","STOP_AVESPEED","STOP_DURATION","TRIP_ORIG_SA1_2016","TRIP_ORIGPLACE1","TRIP_ORIGPLACE2","TRIP_ORIGPURP1","TRIP_ORIGPURP2","TRIP_DEST_SA1_2016","TRIP_DESTPLACE1","TRIP_DESTPLACE2","TRIP_DESTPURP1","TRIP_DESTPURP2","TRIP_NETWORK_DIST","TRIP_MORETRIPS","TRIP_DEPHR","TRIP_TRAVTIME","TRIP_WAITTIME","TRIP_DURATION","TRIP_OVERALL_PURPOSE","PERS_PERSNO","PERS_AGEGROUP","PERS_SEX","PERS_RELATIONSHIP","PERS_CARLICENCE","PERS_MBLICENCE","PERS_OTHERLICENCE","PERS_NOLICENCE","PERS_CASUALWORK","PERS_ANYWORK","PERS_STUDYING","PERS_ACTIVITIES","PERS_MAINACT","PERS_WORKARR","PERS_ANZSCO1","PERS_ANZSCO2","PERS_ANZSIC1","PERS_ANZSIC2","PERS_STARTPLACE","PERS_NUMSTOPS","PERS_PERSINC","PERS_ADDITIONALTRAVEL","HH_HHSIZE","HH_VISITORS","HH_HHSTRUCTURE","HH_DWELLTYPE","HH_OWNDWELL","HH_ADULTSBIKES","HH_KIDSBIKES","HH_TOTALBIKES","HH_CARS","HH_FOURWDS","HH_UTES","HH_VANS","HH_TRUCKS","HH_MBIKES","HH_OTHERVEHS","HH_TOTALVEHS","HH_TRAVDOW","HH_HHINC","HH_HOME_SA1_2016","HH_HHWGT14","PERS_ADDITIONALTRAVEL_missing","VEH_PER_PERSON","VEH_PER_ADULT","TIME_PERIOD","DIST_CATEGORY","PERS_MRTDOW_missing","TRIP_SPEED","IS_WEEKEND","HAS_LICENSE_AND_CAR"
17,"My usual workplace","My Workplace","Work Related","Own Workplace",3130341,"My home","Survey Home","At Home","Go home","Home",3122824,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",17.1666666666667,60,69.4789962768555,69.4789962768555,50,3130326,"My usual workplace","My Workplace","Work Related","Own Workplace",3122824,"My home","Survey Home","At Home","Go home",69.4789962768555,"No",17,60,0,60,8,1,"60->64","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Managers","Hospitality - Retail and Service Managers","Construction","Heavy and Civil Engineering Construction","Survey address",2,"$1500-1999 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,0,3,3.5,0,0,0,0,0,0,4,"Monday",3500,3122824,61.17558,0,1,0.875,"Evening_Peak","Very_Long",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3122805,"My usual workplace","School","Work Related","Own Workplace","Landmark",3126305,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",17,25,11.2259998321533,26.9423999786377,575,3122805,"My home","Survey Home","At Home","Go home",3126305,"My usual workplace","School","Work Related","Own Workplace",11.2259998321533,"Yes",17,25,0,575,8,1,"55->59","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Professionals","Education Professionals","Education and Training","Education and Training (NEC)","Survey address",2,"$1500-1999 p.w.","No",2,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",2,0,2,2,0,0,0,0,1,0,3,"Tuesday",3125,3122805,56.93245,0,1.5,1,"Morning_Peak","Medium",1,0,0,0
17,"My usual workplace","School","Work Related","Own Workplace",3126305,"My home","Survey Home","At Home","Go home","Home",3122805,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16.1666666666667,30,11.8199996948242,23.6399993896484,50,3126305,"My usual workplace","School","Work Related","Own Workplace",3122805,"My home","Survey Home","At Home","Go home",11.8199996948242,"No",16.5,30,0,30,8,1,"55->59","Female","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Professionals","Education Professionals","Education and Training","Education and Training (NEC)","Survey address",2,"$1500-1999 p.w.","No",2,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",2,0,2,2,0,0,0,0,1,0,3,"Tuesday",3125,3122805,56.93245,0,1.5,1,"Evening_Peak","Medium",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3122805,"My usual workplace","My Workplace","Work Related","Own Workplace","Address",3122525,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",17,17,5.56699991226196,19.6482334136963,546,3122805,"My home","Survey Home","At Home","Go home",3122518,"My usual workplace","My Workplace","Work Related","Own Workplace",5.56699991226196,"Yes",17,17,0,546,8,2,"25->29","Male","Child","Full Licence","Yes","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Professionals","Design - Engineering - Science and Transport Professionals","Wholesale Trade","Motor Vehicle and Motor Vehicle Parts Wholesaling","Survey address",2,"$1250-1499 p.w.","No",2,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",2,0,2,2,0,0,0,0,1,0,3,"Tuesday",3125,3122805,56.93245,0,1.5,1,"Morning_Peak","Medium",1,0,0,0
17,"My usual workplace","My Workplace","Work Related","Own Workplace",3122525,"My home","Survey Home","At Home","Go home","Home",3122805,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16.1666666666667,21,5.87799978256226,16.7942848205566,50,3122518,"My usual workplace","My Workplace","Work Related","Own Workplace",3122805,"My home","Survey Home","At Home","Go home",5.87799978256226,"No",16.65,21,0,21,8,2,"25->29","Male","Child","Full Licence","Yes","No","No","No","Yes","No Study","No other activity","Full-time Work","Fixed Hours","Professionals","Design - Engineering - Science and Transport Professionals","Wholesale Trade","Motor Vehicle and Motor Vehicle Parts Wholesaling","Survey address",2,"$1250-1499 p.w.","No",2,0,"One-Parent","Separate House","Owned (Fully or with mortgage)",2,0,2,2,0,0,0,0,1,0,3,"Tuesday",3125,3122805,56.93245,0,1.5,1,"Evening_Peak","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3122805,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered","Landmark",3122617,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",8,21,5.40199995040894,15.4342851638794,4,3122805,"My home","Survey Home","At Home","Go home",3122617,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",5.40199995040894,"Yes",8,21,0,4,5,1,"40->44","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Construction Trades Workers","Construction","Building Construction","Survey address",2,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
8,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3122617,"My home","Survey Home","At Home","Go home","Home",3122805,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",7.16666666666667,15,6.06099987030029,24.2439994812012,50,3122617,"A primary or secondary school","School","Pick-up or Drop-off Someone","Someone picked-up or delivered",3122805,"My home","Survey Home","At Home","Go home",6.06099987030029,"No",7.75,15,0,15,5,1,"40->44","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Technicians and Trades Workers","Construction Trades Workers","Construction","Building Construction","Survey address",2,"$1000-1249 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3122805,"A primary or secondary school","School","Personal Business","Personal business (eg banking)","Landmark",3122617,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,11,5.40199995040894,29.4654541015625,24,3122805,"My home","Survey Home","At Home","Go home",3122617,"A primary or secondary school","School","Personal Business","Personal business (eg banking)",5.40199995040894,"Yes",15,11,0,24,9,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Clerical and Administrative Workers","Other Clerical and Administrative Workers","Construction","Building Construction","Survey address",2,"$600-799 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Midday","Medium",1,0,0,0
15,"A primary or secondary school","School","Personal Business","Personal business (eg banking)",3122617,"My home","Survey Home","At Home","Go home","Home",3122805,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",14.1666666666667,18,6.06199979782104,20.2066669464111,50,3122617,"A primary or secondary school","School","Personal Business","Personal business (eg banking)",3122805,"My home","Survey Home","At Home","Go home",6.06199979782104,"No",14.7,18,0,18,9,2,"40->44","Female","Spouse","Full Licence","No","No","No","No","Yes","No Study","No other activity","Part-time Work","Flexible Hours","Clerical and Administrative Workers","Other Clerical and Administrative Workers","Construction","Building Construction","Survey address",2,"$600-799 p.w.","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3122805,"A primary or secondary school","School","Education","At school","Landmark",3122617,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",15,21,5.40199995040894,15.4342851638794,404,3122805,"My home","Survey Home","At Home","Go home",3122617,"A primary or secondary school","School","Education","At school",5.40199995040894,"Yes",15,21,0,404,6,3,"10->14","Female","Child","No Car Licence","No","No","Yes","No","No","Primary","No other activity","Primary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Negative Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3122617,"My home","Survey Home","At Home","Go home","Home",3122805,"No","No","Not Present","Present","Not Present","Yes","Vehicle Passenger",14.1666666666667,18,6.06199979782104,20.2066669464111,50,3122617,"A primary or secondary school","School","Education","At school",3122805,"My home","Survey Home","At Home","Go home",6.06199979782104,"No",14.7,18,0,18,6,3,"10->14","Female","Child","No Car Licence","No","No","Yes","No","No","Primary","No other activity","Primary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Negative Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Midday","Medium",1,0,0,0
8,"My home","Survey Home","At Home","Go home",3122805,"A primary or secondary school","School","Education","At school","Landmark",3122617,"No","No","Present","Not Present","Present","Yes","Vehicle Passenger",15,21,5.40199995040894,15.4342851638794,404,3122805,"My home","Survey Home","At Home","Go home",3122617,"A primary or secondary school","School","Education","At school",5.40199995040894,"Yes",15,21,0,404,6,4,"10->14","Male","Child","No Car Licence","No","No","Yes","No","No","Primary","No other activity","Primary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3122617,"My home","Survey Home","At Home","Go home","Home",3122805,"No","No","Not Present","Present","Present","Yes","Vehicle Passenger",14.1666666666667,18,6.06199979782104,20.2066669464111,50,3122617,"A primary or secondary school","School","Education","At school",3122805,"My home","Survey Home","At Home","Go home",6.06199979782104,"No",14.7,18,0,18,6,4,"10->14","Male","Child","No Car Licence","No","No","Yes","No","No","Primary","No other activity","Primary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",4,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",2,4,6,1,1,0,0,0,0,0,2,"Wednesday",1825,3122805,60.4609,0,0.5,0.25,"Midday","Medium",1,0,0,0
6,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3119101,"Somewhere else","General Car Repair & Servicing","Social","Visited someone","Landmark",3119100.75,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",8,80,39.7519989013672,29.8139991760254,10,3119110,"Somewhere else","Somewhere else","Unknown Purpose (at start of day)","Unknown Purpose (at start of day)",3119107.5,"Somewhere else","General Car Repair & Servicing","Social","Visited someone",39.7519989013672,"Yes",8,80,0,10,10,1,"45->49","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Somewhere else",5,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Morning_Peak","Very_Long",1,0,0,0
8,"Somewhere else","General Car Repair & Servicing","Social","Visited someone",3119101,"A shop","Shopping Centres","Buy Something","Bought something","Landmark",3126112,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",9,40,66.3570022583008,70.7584972381592,25,3119110,"Somewhere else","General Car Repair & Servicing","Social","Visited someone",3126112,"A shop","Shopping Centres","Buy Something","Bought something",66.3570022583008,"Yes",9,40,0,25,3,1,"45->49","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Somewhere else",5,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Morning_Peak","Very_Long",1,0,0,0
9,"A shop","Shopping Centres","Buy Something","Bought something",3126112,"My home","Survey Home","At Home","Go home","Home",3122822,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",14,13,5.64699983596802,26.0630760192871,312,3126112,"A shop","Shopping Centres","Buy Something","Bought something",3122822,"My home","Survey Home","At Home","Go home",5.64699983596802,"Yes",14,13,0,312,3,1,"45->49","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Somewhere else",5,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Midday","Medium",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3122822,"A shop","Shopping Centres","Buy Something","Bought something","Landmark",3122417,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",15,11,3.59500002861023,19.6090927124023,54,3122822,"My home","Survey Home","At Home","Go home",3122417,"A shop","Shopping Centres","Buy Something","Bought something",3.59500002861023,"Yes",15,11,0,54,3,1,"45->49","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Somewhere else",5,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Midday","Short",1,0,0,0
15,"A shop","Shopping Centres","Buy Something","Bought something",3122417,"My home","Survey Home","At Home","Go home","Home",3122822,"No","No","Not Present","Not Present","Present","Yes","Vehicle Driver",15.1666666666667,11,3.59299993515015,19.598180770874,50,3122417,"A shop","Shopping Centres","Buy Something","Bought something",3122822,"My home","Survey Home","At Home","Go home",3.59299993515015,"No",15.8166666666667,11,0,11,3,1,"45->49","Male","Self","Full Licence","No","No","No","No","Yes","No Study","No other activity","Full-time Work","Flexible Hours","Professionals","Health Professionals","Health Care and Social Assistance","Medical and Other Health Care Services","Somewhere else",5,"$2000+ p.w.","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Midday","Short",1,0,0,0
14,"My home","Survey Home","At Home","Go home",3122822,"A shop","Shopping Centres","Accompany Someone","Accompanied someone","Landmark",3122417,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",15,11,3.59500002861023,19.6090927124023,54,3122822,"My home","Survey Home","At Home","Go home",3122417,"A shop","Shopping Centres","Accompany Someone","Accompanied someone",3.59500002861023,"Yes",15,11,0,54,2,3,"0->4","Female","Child","No Car Licence","No","No","Yes","No","No","No Study","Childcare/Kindergarten","Childcare/Kindergarten","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Midday","Short",0,0,0,0
15,"A shop","Shopping Centres","Accompany Someone","Accompanied someone",3122417,"My home","Survey Home","At Home","Go home","Home",3122822,"No","No","Present","Not Present","Not Present","Yes","Vehicle Passenger",15.1666666666667,11,3.59299993515015,19.598180770874,50,3122417,"A shop","Shopping Centres","Accompany Someone","Accompanied someone",3122822,"My home","Survey Home","At Home","Go home",3.59299993515015,"No",15.8166666666667,11,0,11,2,3,"0->4","Female","Child","No Car Licence","No","No","Yes","No","No","No Study","Childcare/Kindergarten","Childcare/Kindergarten","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",2,"Zero Income","No",3,0,"Couple With Kids","Separate House","Owned (Fully or with mortgage)",3,1,4,1,1,0,0,0,0,0,2,"Thursday",2750,3122822,62.68504,1,0.666666666666667,0.333333333333333,"Midday","Short",0,0,0,0
7,"My home","Survey Home","At Home","Go home",3122822,"A primary or secondary school","School","Education","Education (NEC)","Landmark",3123410,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",15,15,11.1660003662109,44.6640014648438,440,3122822,"My home","Survey Home","At Home","Go home",3123410,"A primary or secondary school","School","Education","Education (NEC)",11.1660003662109,"Yes",15,15,0,440,6,1,"20->24","Female","Self","Red Probationary Licence","No","No","No","No","No","Full-time TAFE/Uni","No other activity","Full-time TAFE/Uni","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Morning_Peak","Medium",1,0,0,0
15,"A primary or secondary school","School","Education","Education (NEC)",3123410,"Someone else home","Someone Elses Home","Work Related","Employers Business","Address",3125624,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",17,40,37.4230003356934,56.1344985961914,55,3123410,"A primary or secondary school","School","Education","Education (NEC)",3125624,"Someone else home","Someone Elses Home","Work Related","Employers Business",37.4230003356934,"Yes",17,40,0,55,7,1,"20->24","Female","Self","Red Probationary Licence","No","No","No","No","No","Full-time TAFE/Uni","No other activity","Full-time TAFE/Uni","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Midday","Very_Long",1,0,0,0
17,"Someone else home","Someone Elses Home","Work Related","Employers Business",3125624,"My home","Survey Home","At Home","Go home","Home",3122822,"Yes","No","Not Present","Not Present","Not Present","No","Vehicle Driver",16.1666666666667,30,26.6499996185303,53.2999992370605,50,3125624,"Someone else home","Someone Elses Home","Work Related","Employers Business",3122822,"My home","Survey Home","At Home","Go home",26.6499996185303,"No",16.5,30,0,30,7,1,"20->24","Female","Self","Red Probationary Licence","No","No","No","No","No","Full-time TAFE/Uni","No other activity","Full-time TAFE/Uni","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",3,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Evening_Peak","Long",1,0,0,0
7,"My home","Survey Home","At Home","Go home",3122822,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3122822,"Yes","No","Not Present","Not Present","Not Present","No","Walking",7,5,0.0869999974966049,1.0440000295639,11,3122822,"My home","Survey Home","At Home","Go home",3122818,"A primary or secondary school","School","Education","At school",2.63800001144409,"Yes",15,14,11,435,6,2,"15->19","Male","Sibling","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",6,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Morning_Peak","Short",1,0,0,0
7,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3122822,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3122816,"Yes","No","Not Present","Not Present","Not Present","No","Public Bus",7,4,2.31800007820129,34.7700004577637,0,3122822,"My home","Survey Home","At Home","Go home",3122818,"A primary or secondary school","School","Education","At school",2.63800001144409,"Yes",15,14,11,435,6,2,"15->19","Male","Sibling","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",6,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Morning_Peak","Short",1,0,0,0
7,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3122816,"A primary or secondary school","School","Education","At school","Landmark",3122818,"Yes","No","Not Present","Not Present","Not Present","No","Walking",15,5,0.232999995350838,2.7960000038147,435,3122822,"My home","Survey Home","At Home","Go home",3122818,"A primary or secondary school","School","Education","At school",2.63800001144409,"Yes",15,14,11,435,6,2,"15->19","Male","Sibling","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",6,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Morning_Peak","Short",1,0,0,0
15,"A primary or secondary school","School","Education","At school",3122818,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3122816,"Yes","No","Not Present","Not Present","Not Present","No","Walking",15,5,0.232999995350838,2.7960000038147,5,3122818,"A primary or secondary school","School","Education","At school",3122822,"My home","Survey Home","At Home","Go home",2.6489999294281,"No",14.6666666666667,15,5,20,6,2,"15->19","Male","Sibling","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",6,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Midday","Short",1,0,0,0
15,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3122816,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT","Public Transport",3122822,"Yes","No","Not Present","Not Present","Not Present","No","Public Bus",15,5,2.3289999961853,27.9479999542236,0,3122818,"A primary or secondary school","School","Education","At school",3122822,"My home","Survey Home","At Home","Go home",2.6489999294281,"No",14.6666666666667,15,5,20,6,2,"15->19","Male","Sibling","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",6,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Midday","Short",1,0,0,0
15,"Bus Stop","Bus Stop","To get on or off public transport","Got on or off PT",3122822,"My home","Survey Home","At Home","Go home","Home",3122822,"Yes","No","Not Present","Not Present","Not Present","No","Walking",14.1666666666667,5,0.0869999974966049,1.0440000295639,50,3122818,"A primary or secondary school","School","Education","At school",3122822,"My home","Survey Home","At Home","Go home",2.6489999294281,"No",14.6666666666667,15,5,20,6,2,"15->19","Male","Sibling","Learners Permit","No","No","No","No","No","Secondary","No other activity","Secondary School","Not in Work Force","Not in Work Force","Not in Work Force","Not in Work Force","Not In Work Force","Survey address",6,"Zero Income","No",2,0,"Other HH Structures","Separate House","Owned (Fully or with mortgage)",0,0,0,1,0,0,0,0,0,0,1,"Friday",0,3122822,58.41783,0,0.5,0.5,"Midday","Short",1,0,0,0
