"Feature","Gain","Cover","Frequency"
"f302",4.89810996848058e-06,0.000388637461364858,0.000309741365959424
"f128",4.85857178306114e-06,0.00034330237203747,0.000309741365959424
"f49",4.70355703203114e-06,7.18049691585879e-05,0.000154870682979712
"f251",4.58854492026023e-06,0.00107086878118334,0.000154870682979712
"f161",4.54301425134355e-06,1.66868001228254e-05,5.16235609932373e-05
"f419",4.41800839866533e-06,8.63554396397961e-06,5.16235609932373e-05
"f362",4.4141444549573e-06,5.86433139759419e-05,0.000206494243972949
"f392",3.9779091132934e-06,5.99053425369574e-05,0.000258117804966187
"f209",3.95477086746342e-06,0.000806643697820859,0.000154870682979712
"f382",3.95059255698539e-06,2.55979371111041e-05,5.16235609932373e-05
"f216",3.87738341967784e-06,6.04250142106611e-06,0.000103247121986475
"f221",3.42466085374569e-06,0.000132021192962616,0.000154870682979712
"f257",2.74450102603253e-06,2.75080151480317e-05,0.000103247121986475
"f154",2.67121489370344e-06,0.000570006300696127,0.000206494243972949
"f200",2.49022887034788e-06,2.76140542059637e-05,0.000154870682979712
"f141",2.43844687983156e-06,1.71028598488102e-05,0.000103247121986475
"f202",2.26629133388958e-06,1.00768146756035e-05,0.000154870682979712
"f356",2.21854076012355e-06,6.24464103009257e-05,0.000103247121986475
"f119",2.04489126239252e-06,0.000186353114561132,0.000103247121986475
"f247",1.605299540976e-06,1.32459239090626e-05,5.16235609932373e-05
"f60",1.50195501349556e-06,7.17948089339434e-05,5.16235609932373e-05
"f262",1.36931867032944e-06,0.000105653568500083,0.000154870682979712
"f250",1.18099310541534e-06,6.18185683283543e-05,0.000103247121986475
"f249",1.0097540486008e-06,3.99544302923206e-05,5.16235609932373e-05
"f260",7.45593887107554e-07,4.44913272352033e-06,5.16235609932373e-05
"f218",7.01255088705863e-07,0.000215499808453956,0.000103247121986475
"f402",5.53697988533017e-07,0.000100669037914164,5.16235609932373e-05
"f98",4.89185119574983e-07,1.88707542828721e-06,5.16235609932373e-05
"f256",4.36237825374263e-07,1.84631559885338e-06,5.16235609932373e-05
"f434",1.851598986365e-07,1.34164778153732e-06,5.16235609932373e-05
